Date,Tag,Species,Latitude,Longitude,Time,Tag.Date
8/25/2017,462,WAE,46.18187,-89.69125,AM,462-08 025 2017
8/29/2017,462,WAE,46.182391,-89.693048,1:36pm,462-08 029 2017
8/30/2017,462,WAE,46.18237,-89.6928,9:15-10:15pm,462-08 030 2017
9/1/2017,462,WAE,46.1823,-89.69326,1037,462-09 01 2017
9/5/2017,462,WAE,46.18252,-89.69313,1124,462-09 05 2017
9/8/2017,462,WAE,46.182633,-89.693317,1022,462-09 08 2017
9/12/2017,462,WAE,46.182633,-89.692783,1054,462-09 012 2017
9/14/2017,462,WAE,46.182533,-89.69255,1530,462-09 014 2017
9/25/2017,462,WAE,46.18256,-89.69276,1230,462-09 025 2017
9/28/2017,462,WAE,46.18239,-89.69244,1230-1430,462-09 028 2017
10/4/2017,462,WAE,46.18226,-89.69241,1350,462-010 04 2017
